HsInv0332 chr11 48879442 48888300 48892128 48902846 SD
HsInv0019 chr11 49711869 49715000 49728197 49731328 TEs
HsInv0330 chr11 50113129 50154983 50324118 50370939 SD
HsInv0330 chr11 50113129 50154983 50324118 50370939 0
HsInv1065 chr11 55121099 55188126 55202445 55214331 0
HsInv0020 chr11 62093043 62097838 62098036 62102999 SD
HsInv1075 chr11 66251127 66251327 66252353 66252553 non-SD-flanked
HsInv0209 chr11 71564791 71571819 71576725 71583752 SD
HsInv0329 chr11 89742409 89920623 89923849 90097515 SD-flanked
HsInv0021 chr12 12391751 12392064 12393519 12393819 IR
HsInv1118 chr12 13391576 13392624 13397635 13398680 LINE
HsInv0023 chr12 17769688 17770314 17859622 17860248 LINE
HsInv1066 chr12 46896594 46896794 46915875 46916075 non-SD-flanked
HsInv0147 chr12 71546054 71546193 71547744 71547883 SINE
chr12-75713181-INV-18615 chr12 75713080 75713280 75731694 75731894 non-SD-flanked
HsInv0024 chr12 80448376 80454445 80461877 80468017 LINE
HsInv0025 chr12 86845612 86846441 86859167 86859996 LINE
HsInv0144 chr12 131282232 131309862 131650304 131684649 SD
HsInv1879 chr13 37314461 37315213 37317755 37318508 LINE
HsInv0150 chr13 48199227 48199548 48207820 48208144 LINE
HsInv0759 chr13 52172972 52344009 52481518 52640246 SD
HsInv1890 chr13 53902473 53902673 54093273 54093473 non-SD-flanked
chr13-63048103-INV-20367 chr13 63048002 63048202 63068368 63068568 non-SD-flanked
HsInv0340 chr13 63716792 63727377 63758931 63769516 SD
chr13-64598738-INV-17482 chr13 64598637 64598837 64616118 64616318 non-SD-flanked
HsInv0341 chr13 79819767 79822277 79840597 79843107 LINE
HsInv1306 chr13 97456183 97456383 97456622 97456822 non-SD-flanked
HsInv0344 chr14 34540667 34547856 34555247 34562448 SD
HsInv0347 chr14 60604530 60606111 60611667 60613248 LTR
HsInv1321 chr14 65375718 65375918 65376583 65376783 non-SD-flanked
chr14-85872201-INV-17070 chr14 85872100 85872300 85889169 85889369 non-SD-flanked
HsInv1891 chr14 105571364 105573407 105578423 105580454 SD
HsInv0348 chr14 105691502 105693618 105698287 105700380 SD
HsInv0902 chr14 105749814 105778039 105848838 105849966 SD
chr15-20673519-INV-2236 chr15 20673418 20673618 20675654 20675854 non-SD-flanked
HsInv0549 chr15 23123715 23178700 28344497 28399999 0
HsInv0768 chr15 28282656 28452496 28465084 28628768 SD
HsInv0778 chr15 30377807 30436448 30529804 30588469 SD
HsInv1049 chr15 30642955 30662071 31733017 31735058 0
HsInv0354 chr15 32441569 32477828 32571284 32607507 SD
chr15-45026829-INV-4718 chr15 45026728 45026928 45031445 45031645 non-SD-flanked
chr15-75272759-INV-20732 chr15 75272658 75272858 75293390 75293590 non-SD-flanked
chr15-82330919-INV-26880 chr15 82330818 82331018 82357697 82357897 non-SD-flanked
HsInv1883 chr15 82336695 82389355 82478256 82532835 SD-flanked
HsInv0766 chr15 84165408 84256549 84412234 84508155 SD-flanked
HsInv1119 chr16 1228548 1238837 1247504 1258598 SD
HsInv0551 chr16 14904587 14943342 15150072 15161657 SD
HsInv1894 chr16 16159552 16269546 16315776 16425797 SD
HsInv0365 chr16 15231234 15379928 16377608 16525476 SD
HsInv0560 chr16 16571300 16762938 18596292 18782479 SD
chr16-18337349-INV-19325 chr16 18337248 18337448 18356573 18356773 non-SD-flanked
HsInv0370 chr16 20411068 20501378 20522346 20607534 SD
HsInv0152 chr16 21397593 21502501 22436879 22541391 SD
chr16-22613940-INV-84866 chr16 22613839 22614039 22698704 22698904 non-SD-flanked
HsInv0786 chr16 28337952 28471892 28643181 28777130 SD
chr16-28709345-INV-67143 chr16 28709244 28709444 28776387 28776587 non-SD-flanked
chr16-34063952-INV-35321 chr16 34063851 34064051 34099171 34099371 non-SD-flanked
HsInv0366 chr16 35943705 35949847 35952391 35958592 TEs
chr16-46383781-INV-325 chr16 46383680 46383880 46384005 46384205 non-SD-flanked
HsInv0177 chr16 48616845 48617045 48617339 48617539 non-SD-flanked
chr16-70149553-INV-13330 chr16 70149452 70149652 70162781 70162981 non-SD-flanked
HsInv0030 chr16 75204667 75206200 75222761 75224294 SD
HsInv0031 chr16 85155064 85155348 85155993 85156241 SINE
HsInv0791 chr17 3050861 3082008 3221836 3253425 SD
HsInv0032 chr17 5982289 5982544 5983399 5983654 IR
HsInv0373 chr17 16689921 16853797 18418950 18568180 SD
HsInv1051 chr17 18597986 18622233 18823774 18848096 SD
HsInv0374 chr17 30616129 30621881 30625590 30631350 SD
HsInv1808 chr17 37415090 37415137 37415677 37415697 MEI-flanked
chr17-43263149-INV-59735 chr17 43263048 43263248 43322783 43322983 non-SD-flanked
HsInv0573 chr17 45495836 45627799 46217040 46707124 SD
HsInv0371 chr17 60019203 60035640 60110889 60127341 SD
HsInv1809 chr17 76181837 76182037 76182832 76183032 SD-flanked
HsInv0036 chr18 12141461 12145082 12146524 12150145 TEs
chr18-29783948-INV-395 chr18 29783847 29784047 29784242 29784442 non-SD-flanked
HsInv1120 chr19 38769331 38775278 38786884 38793390 SD
HsInv0380 chr19 43354471 43365854 43369082 43380285 SD
HsInv1896 chr19 47903487 47957114 50091197 50138075 SD
HsInv0253 chr2 45059557 45065588 45075744 45081781 LINE
chr2-87995842-INV-184695 chr2 87995741 87995941 88180436 88180636 non-SD-flanked
HsInv0207 chr2 88861464 88861664 88886060 88886260 non-SD-flanked
HsInv0246 chr2 91786587 91839800 92012935 92066204 SD-flanked
HsInv0153 chr2 95414296 95496989 95579797 95662427 SD-flanked
HsInv0454 chr2 95751182 95800190 96024405 96073263 SD
HsInv1907 chr2 97168470 97169420 97170743 97171701 MEI-flanked
HsInv0244 chr2 97171805 97348052 97360455 97564502 SD-flanked
chr2-108527822-INV-1205216 chr2 108527721 108527921 109732936 109733136 non-SD-flanked
chr2-110095179-INV-181032 chr2 109930243 109975560 110228183 110273511 SD-flanked
HsInv0669 chr2 130002977 130064799 131270574 131334462 SD-flanked
HsInv0040 chr2 138246675 138247429 138251019 138251774 TEs
HsInv0260 chr2 183704350 183704550 183711852 183712052 non-SD-flanked
chr2-215962719-INV-722 chr2 215962618 215962818 215963340 215963540 non-SD-flanked
HsInv1897 chr2 222147198 222149224 222149583 222151611 LINE
HsInv0241 chr2 240672507 240685789 240688967 240701802 SD
HsInv0193 chr20 10807399 10807816 10808435 10808852 LTR
chr20-24397727-INV-8419 chr20 24397626 24397826 24406044 24406244 non-SD-flanked
HsInv0382 chr20 25752457 25845152 26010758 26103777 SD-flanked
HsInv1900 chr20 36964016 36965479 36980723 36982187 IR
HsInv0586 chr20 47825062 47841002 47888251 47906231 SD
chr21-13205468-INV-15566 chr21 13205337 13205537 13220954 13221154 non-SD-flanked
HsInv1110 chr21 13974614 13986920 14057253 14069658 SD
HsInv1901 chr21 19877634 19877834 20070070 20070270 non-SD-flanked
HsInv0045 chr21 26648113 26648368 26649309 26649565 SINE
HsInv1121 chr21 40023426 40023939 40038109 40038622 LINE
chr21-43821743-INV-13374 chr21 43821642 43821842 43835016 43835216 non-SD-flanked
HsInv0592 chr22 21111385 21194014 21259458 21341505 SD
HsInv0808 chr22 21372821 21443089 21491762 21562827 SD
HsInv1115 chr22 23939933 23969548 23971774 24001392 SD
HsInv0192 chr3 26316093 26316293 26317347 26317547 MEI-flanked
HsInv1109 chr3 28414460 28417061 28417484 28420085 LINE
HsInv0049 chr3 44699477 44699780 44700516 44700815 TEs
HsInv1820 chr3 75454377 75454577 75455615 75455815 non-SD-flanked
HsInv1902 chr3 131964672 131966499 131978580 131980406 LINE
HsInv0052 chr3 162827474 162827674 162829755 162829955 non-SD-flanked
HsInv1123 chr3 187413745 187418165 187424397 187428816 TEs
HsInv1525 chr4 33097966 33098166 33104824 33105024 non-SD-flanked
HsInv0102 chr4 40233306 40233506 40235339 40235539 non-SD-flanked
chr4-68826255-INV-23558 chr4 68826154 68826354 68849711 68849911 non-SD-flanked
HsInv0095 chr4 87925911 87926111 87937447 87937647 non-SD-flanked
HsInv1869 chr4 145693624 145693871 145694353 145694595 SVA
chr4-156904334-INV-8519 chr4 156905770 156905770 156912708 156912908 non-SD-flanked
HsInv0266 chr4 187948441 187949937 187955020 187956516 LINE
HsInv1904 chr5 16978659 16979114 16979468 16979908 SINE
chr5-21479306-INV-21422 chr5 21479205 21479405 21500626 21500826 non-SD-flanked
HsInv0991 chr5 29069211 29069230 29069521 29069523 non-SD-flanked
HsInv0055 chr5 64466001 64470882 64477135 64482016 LINE
HsInv0055 chr5 64466001 64470882 64477135 64482016 LINE
chr5-112179912-INV-56689 chr5 112179811 112180011 112236500 112236700 non-SD-flanked
chr5-124425561-INV-121098 chr5 124425460 124425660 124546557 124546757 non-SD-flanked
chr5-152886745-INV-5532 chr5 152886644 152886844 152892175 152892375 non-SD-flanked
chr5-177946130-INV-57824 chr5 177946029 177946229 178003852 178004052 non-SD-flanked
HsInv0057 chr5 179633980 179643529 179651253 179658566 SD
HsInv0278 chr5 181095750 181098580 181100851 181103642 SD
chr6-255826-INV-128667 chr6 255725 255925 384391 384591 non-SD-flanked
HsInv1616 chr6 26718680 26737124 26741572 26760178 SD
HsInv1616 chr6 26718680 26737124 26741572 26760178 SD-flanked
chr6-76111919-INV-44661 chr6 76108981 76109181 76158374 76158574 SD-flanked
HsInv0059 chr6 89213909 89213917 89214224 89214232 non-SD-flanked
HsInv0060 chr6 94031357 94031357 94031695 94031699 non-SD-flanked
HsInv0061 chr6 106720678 106721331 106723006 106723661 TEs
HsInv1835 chr6 123105949 123106149 123109721 123109921 non-SD-flanked
HsInv0092 chr6 130527041 130527041 130531150 130531150 non-SD-flanked
HsInv0284 chr6 141866210 141866410 141898628 141898828 non-SD-flanked
chr6-153422310-INV-8423 chr6 153422209 153422409 153430631 153430831 non-SD-flanked
HsInv1057 chr6 167165783 167196913 167357873 167392651 SD
HsInv0290 chr7 5893638 5992806 6734543 6832887 SD
chr7-33990522-INV-19762 chr7 33990635 33990835 34010043 34010243 non-SD-flanked
HsInv0105 chr7 40839776 40839777 40840870 40840871 non-SD-flanked
HsInv1838 chr7 47614265 47614511 47615263 47615368 SD-flanked
HsInv0286 chr7 54218128 54234014 54308394 54324271 TEs
chr7-57486118-INV-10580 chr7 57486017 57486217 57496596 57496796 non-SD-flanked
HsInv0287 chr7 57610855 57641571 57823889 57854667 SD
chr7-60898865-INV-10087 chr7 60898764 60898964 60908851 60909051 non-SD-flanked
HsInv0701 chr7 62275023 62294432 62358865 62378439 SD-flanked
HsInv0491 chr7 63268941 63365583 63382525 63477687 0
HsInv0297 chr7 65106614 65175022 65520966 65589417 SD
chr7-65793713-INV-28767 chr7 65793612 65793812 65822378 65822578 non-SD-flanked
HsInv1876 chr7 67019203 67019403 67020238 67020438 non-SD-flanked
HsInv1053 chr7 70961098 70961298 70973801 70974001 non-SD-flanked
HsInv0301 chr7 72858573 73085896 75279453 75507275 0
HsInv1926 chr7 74728174 74869950 75074151 75217878 SD-flanked
chr7-76603964-INV-16446 chr7 76603863 76604063 76620309 76620509 non-SD-flanked
chr7-97445827-INV-13775 chr7 97445722 97445922 97459501 97459701 non-SD-flanked
HsInv0064 chr7 107418024 107418983 107422333 107423294 IR
chr7-143808753-INV-9661 chr7 143808652 143808852 143818313 143818513 non-SD-flanked
HsInv0295 chr7 144186949 144254793 144272352 144377283 SD-flanked
HsInv1111 chr8 2232511 2343351 2378385 2486876 SD
HsInv0066 chr8 6296690 6297862 6299769 6300942 IR
HsInv0181 chr8 102423303 102423503 102423538 102423738 MEI-flanked
chr8-102880338-INV-757 chr8 102880237 102880437 102880994 102881194 non-SD-flanked
chr8-121308011-INV-25037 chr8 121334697 121334897 121417782 121417982 MEI-flanked
chr9-12016541-INV-55306 chr9 12003938 12004138 12074452 12074652 non-SD-flanked
HsInv1878 chr9 30951206 30952354 30956485 30957639 LINE
HsInv1905 chr9 85795892 85796933 85801183 85802225 TEs
HsInv0503 chr9 87912771 87942696 88110275 88140196 SD
HsInv1848 chr9 91958953 91958971 91959661 91959715 MEI-flanked
HsInv0113 chr9 102564711 102565838 102570253 102570284 non-SD-flanked
HsInv1124 chr9 113104739 113111681 113112892 113119829 SD
HsInv0114 chr9 123976373 123979106 123991039 123993772 TEs
chr9-129425467-INV-18390 chr9 129425366 129425566 129443755 129443955 non-SD-flanked
HsInv0409 chrX 6218905 6219105 6220243 6220443 non-SD-flanked
chrX-14711418-INV-1780 chrX 14711316 14711516 14713097 14713297 non-SD-flanked
HsInv0072 chrX 45687838 45688994 45691481 45692637 LINE
HsInv0599 chrX 48365648 48395424 48400001 48429366 SD
HsInv1126 chrX 51667325 51692963 51700364 51725664 SD
HsInv0605 chrX 52037053 52079317 52168606 52213786 SD
HsInv0401 chrX 52471269 52502274 52510615 52541053 SD
HsInv0819 chrX 52874879 52922707 52934054 52976820 SD
HsInv0395 chrX 55453530 55480141 55493064 55519672 SD
HsInv1884 chrX 63128123 63178944 63200001 63251030 SD-flanked
HsInv0396 chrX 72996065 73005560 73077480 73086958 SD
HsInv0403 chrX 76141868 76146030 76149079 76153241 TEs
chrX-95091182-INV-47572 chrX 95091081 95091281 95138652 95138852 non-SD-flanked
HsInv0393 chrX 101597510 101602193 101611600 101616279 SD
HsInv0412 chrX 102197558 102317108 102370007 102489559 SD
HsInv0390 chrX 103918062 103989434 104049429 104113598 SD
HsInv0397 chrX 106246561 106278720 106287627 106302723 SD
chrX-112504687-INV-12274 chrX 112504586 112504786 112516859 112517059 non-SD-flanked
chrX-115725824-INV-5151 chrX 115725930 115729952 115730975 115734998 SD-flanked
HsInv0606 chrX 120038203 120087063 120149240 120198163 SD
HsInv0610 chrX 135116125 135169738 135201731 135256413 SD
HsInv0413 chrX 135600122 135632664 135649659 135684863 SD
HsInv0600 chrX 135708637 135735206 135747099 135773101 SD
HsInv1945 chrX 140995027 141022206 141223926 141253248 SD-flanked
HsInv0405 chrX 141574156 141585256 141589188 141600274 TEs
HsInv0825 chrX 152678581 152729753 152738708 152789895 SD
HsInv0414 chrX 153066014 153074418 153075613 153084041 SD
HsInv0408 chrX 153105761 153149741 153250233 153294975 SD
HsInv0389 chrX 154335936 154347246 154384868 154396222 SD
HsInv0830 chrX 154555685 154591327 154613097 154648782 SD
HsInv0608 chrX 155336693 155386727 155453983 155504550 SD
HsInv0415 chrY 6260340 6532742 9628425 9914616 SD
HsInv1930 chrY 13981652 14019657 14023072 14060475 SD-flanked
HsInv0832 chrY 15874858 15883580 15896219 15904944 SD
HsInv1885 chrY 16159552 16269546 16315776 16425797 SD-flanked
HsInv0089 chrY 17455804 17951260 17954718 18450201 0
HsInv1931 chrY 18450213 18640361 18680027 18870184 SD-flanked
chrY-20060887-INV-21285 chrY 20060786 20060986 20082070 20082270 non-SD-flanked
HsInv0416 chrY 21005927 21021692 21047765 21063547 SD
chrY-22204072-INV-180018 chrY 21924888 22208735 22377683 22661521 0
chrY-23178077-INV-51477 chrY 23186747 23200000 23218541 23231785 non-SD-flanked
